#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      469.4   639.3   187.4   270.3   297.1   421.1   464.1   489.2   506.5   530.3   559.7   616.9  1305.1  9183.6 30503.0   5033.7     5000
read      515.4   366.9   173.5   255.7   284.7   492.6   566.2   604.2   631.7   667.2   715.4   802.5  1070.3  5179.2 13428.7  10028.8    10000
read      539.6   468.8   173.5   243.2   270.9   507.7   598.0   641.6   677.1   720.6   780.9   878.2  1180.1  7136.3 16770.0  14928.4    15000
read      551.1   405.1   173.5   241.1   271.6   513.1   608.5   663.6   706.7   761.8   833.8   942.4  1234.6  4442.6 12935.1  19962.6    20000
read      568.6   402.8   173.5   240.1   268.7   522.3   628.2   689.2   738.9   800.8   882.1  1013.9  1358.1  4783.0 12391.4  24962.6    25000
read      565.0   456.4   160.7   238.9   266.2   518.9   622.7   683.6   731.5   792.6   874.1  1004.4  1331.9  5260.2 17462.0  30024.8    30000
read      567.8   478.5   173.5   238.8   264.5   522.1   628.4   689.2   738.5   801.3   886.0  1008.7  1339.2  5038.1 17379.9  34884.8    35000
read      559.5   355.2   173.5   237.5   264.0   521.8   627.8   689.4   737.9   797.6   876.3  1001.5  1306.5  3310.0 13696.6  39954.5    40000
read      578.1   415.0   173.5   240.4   270.3   538.2   648.8   711.3   757.7   817.0   894.7  1021.0  1351.5  4014.8 16151.7  44983.4    45000
read      571.5   429.0   160.7   241.9   272.0   529.4   637.1   700.5   748.1   807.3   882.4  1004.0  1334.5  4396.8 15733.8  50012.0    50000
read      567.9   354.5   173.5   248.5   281.3   533.0   635.1   695.1   741.6   798.5   871.0   989.7  1284.5  3113.2 12886.9  55090.0    55000
read      606.6   419.4   173.5   261.4   302.2   559.1   671.0   737.1   789.2   852.7   934.9  1073.8  1441.1  3479.7 18528.4  59917.0    60000
read      806.4   487.7   160.7   351.7   428.7   730.0   845.3   932.7  1033.3  1178.4  1329.5  1479.7  1723.1  5037.3 17510.7  64751.8    65000
read     1047.4   567.2   173.5   659.9   717.8   900.3   994.1  1161.1  1416.6  1548.1  1653.4  1766.0  1982.7  6713.0 22829.7  62943.2    70000
read     1085.9   582.1   173.5   680.7   749.1   939.0  1033.0  1165.4  1423.2  1597.1  1715.2  1841.8  2047.7  7687.5 22535.2  61034.2    75000
read     1057.2   553.1   173.5   663.7   724.5   911.5  1005.1  1151.3  1414.8  1560.5  1671.1  1792.5  2009.4  7707.0 19632.1  62515.4    80000
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 72.36%,1.51%,100.00%
